time_hours,head_m,frequency_hz,flow_m3h,power_kw,power_factor,efficiency_pct,proxy_value,reopt_triggered
0.0,30.0,47.5,0.9378011287760571,0.27533498608246154,0.7491370914913433,32.75806099422887,2.5515885939688983,True
0.041666666666666664,29.97222222222222,47.5,0.9460571151388187,0.27561288280402885,0.749473840718445,32.98256047896338,2.5726121812900176,False
0.08333333333333333,29.944444444444443,48.5,1.2988450199654487,0.30314152508423053,0.7616974198369492,41.13161322463276,3.263580930395002,False
0.125,29.916666666666668,49.5,1.5890104903854094,0.3282666977685729,0.7696389125083798,46.42594167225318,3.7255204810535494,False
0.16666666666666666,29.88888888888889,50.5,1.8429666201405255,0.3527049163580423,0.775102529837125,50.06835322475004,4.050094068510777,False
0.20833333333333331,29.86111111111111,51.5,2.072729565647569,0.3770498001160698,0.7789384747717639,52.625649847842624,4.282004143704218,False
0.24999999999999997,29.833333333333332,52.5,2.2849537053086455,0.4015764632745271,0.7816299960380805,54.41999735872031,4.447442813416707,False
0.29166666666666663,29.805555555555557,53.5,2.4837722129773283,0.42643426210420665,0.783482555377848,55.6550369185653,4.563404898090558,False
0.3333333333333333,29.77777777777778,54.5,2.6719553802736375,0.45171262694607295,0.7847028640278566,56.46857601857111,4.641648062022571,False
0.375,29.75,55.5,2.8514639913890307,0.4774686591519786,0.7854375589787657,56.95837265251043,4.6906679087382095,False
0.4166666666666667,29.72222222222222,56.5,3.0237439859659148,0.503740389797699,0.7857942852641405,57.19619017609367,4.716796175958894,False
0.45833333333333337,29.694444444444443,57.5,3.1898963660051187,0.5305538072091578,0.7858541282649608,57.236085509973876,4.72486144458912,False
0.5,29.666666666666668,58.5,3.350781348254451,0.5579268702752884,0.7856793973822537,57.119598254835815,4.718611005699141,True
0.5416666666666666,29.63888888888889,47.5,1.0410372578852476,0.27862270500113223,0.7532537907167223,35.502527144481526,2.814434167438788,False
0.5833333333333333,29.61111111111111,48.5,1.373146116004135,0.3049081506160035,0.7641270501640284,42.75136677601893,3.441226772543222,False
0.6249999999999999,29.583333333333332,49.5,1.6519016072723405,0.3294854126264852,0.7713237108933609,47.549140595574,3.867093440025601,False
0.6666666666666665,29.555555555555557,50.5,1.8983569891760437,0.35359346722890794,0.7763047581271447,50.86983875142983,4.167790697239445,False
