time_hours,head_m,frequency_hz,flow_m3h,power_kw,power_factor,efficiency_pct,proxy_value,reopt_triggered,bep_locked
0.0,30.0,47.5,0.9378011287760571,0.27533498608246154,0.7491370914913433,32.75806099422887,2.5515885939688983,True,False
0.016666666666666666,29.994444444444444,47.5,0.9394568863580994,0.27539094359000355,0.7492047310625782,32.803154041718855,2.55580497569549,False,False
0.03333333333333333,29.988888888888887,48.5,1.2886691826319543,0.3028895923500309,0.7613558966509806,40.903931100653736,3.2392525389099514,False,False
0.05,29.983333333333334,49.5,1.576174784844729,0.32800853286404436,0.7692848030498661,46.189868699910775,3.6966334331126096,False,False
0.06666666666666667,29.977777777777778,50.5,1.827949171821762,0.3524541858249201,0.7747652377450428,49.843491830028555,4.018200185018792,False,False
0.08333333333333333,29.97222222222222,51.5,2.055834981643547,0.3768179844554285,0.7786347324121676,52.42315494144514,4.248057648121461,False,False
0.09999999999999999,29.966666666666665,52.5,2.26639774611633,0.4013745622743377,0.7813698586622738,54.24657244151591,4.41207553493391,False,False
0.11666666666666665,29.961111111111112,53.5,2.46371812795459,0.42627341926553003,0.7832721008675539,55.51473391170264,4.52705138723745,False,False
0.13333333333333333,29.955555555555556,54.5,2.6505323645244983,0.4516044346620661,0.7845456236399901,56.363749093326774,4.604612814442145,False,False
0.15,29.95,55.5,2.8287776682229366,0.47742533806959664,0.7853353584729175,56.89023898194503,4.653165525517624,False,False
0.16666666666666666,29.944444444444443,56.5,2.9998828550076526,0.503774908750797,0.7857477756361883,57.16518375745886,4.678977137500541,False,False
0.18333333333333332,29.93888888888889,57.5,3.1649360152299724,0.5306799713482093,0.785863137891133,57.24209192742203,4.686829506367948,False,False
0.19999999999999998,29.933333333333334,58.5,3.3247873375317916,0.5581593905092211,0.7857431744055233,57.162116270348896,4.680435376052961,False,False
0.21666666666666665,29.927777777777777,57.6,3.1822192134374547,0.5333963965031892,0.785860482873523,57.24032191568196,4.688408740808598,False,False
0.2333333333333333,29.92222222222222,58.410000000000004,3.3117353140795887,0.5556530722572641,0.7857599626267902,57.17330841786013,4.683190189248484,False,False
0.24999999999999997,29.916666666666668,57.681000000000004,3.1963876761296945,0.5355991973203704,0.7858561821839816,57.23745478932105,4.689889433200007,False,False
0.26666666666666666,29.91111111111111,58.33710000000001,3.3013505259121074,0.5536253035552743,0.7857723073831526,57.18153825543513,4.685677846672959,False,False
0.2833333333333333,29.905555555555555,57.746610000000004,3.2080471201080343,0.5373845589425196,0.785851180219976,57.2341201466507,4.691328720905532,False,False
0.3,29.9,58.278051000000005,3.29313455822014,0.5519838886015425,0.7857813947029049,57.18759646860326,4.687969920025171,False,False
0.31666666666666665,29.894444444444446,57.7997541,3.2176833409788634,0.5388308775924928,0.7858460177933592,57.2306785289061,4.6927593521108575,False,False
0.3333333333333333,29.88888888888889,58.230221310000005,3.2866807622901364,0.5506545765853166,0.7857880665929935,57.192044395329,4.6901172377856515,False,True
0.35,29.883333333333333,58.008273641,3.252059723340343,0.5445393063161499,0.7858217089060979,57.214472604065335,4.693029685126715,False,True
0.36666666666666664,29.877777777777776,58.008273641,3.2526146469399406,0.5445355647391424,0.7858209853196172,57.21399021307815,4.693858422172648,False,True
0.3833333333333333,29.872222222222224,58.008273641,3.253169484188448,0.5445318130150933,0.7858202555993141,57.21350373287607,4.694687095356166,False,True
0.39999999999999997,29.866666666666667,58.008273641,3.253724235126166,0.5445280511434806,0.7858195197474372,57.213013164958184,4.695515704779965,False,True
0.41666666666666663,29.86111111111111,58.008273641,3.2542788997933614,0.5445242791237775,0.7858187777662337,57.21251851082244,4.696344250546744,False,True
0.4333333333333333,29.855555555555554,58.008273641,3.2548334782302697,0.5445204969554556,0.7858180296579484,57.21201977196565,4.697172732759168,False,True
0.44999999999999996,29.85,58.008273641,3.255387970477095,0.5445167046379803,0.7858172754248255,57.211516949883645,4.698001151519919,False,True
0.4666666666666666,29.844444444444445,58.008273641,3.255942376574012,0.5445129021708149,0.7858165150691065,57.21101004607105,4.698829506931655,False,True
0.4833333333333333,29.83888888888889,58.008273641,3.256496696561162,0.5445090895534185,0.7858157485930322,57.21049906202147,4.699657799097029,False,True
0.49999999999999994,29.833333333333332,58.008273641,3.257050930478656,0.5445052667852461,0.785814975998841,57.20998399922734,4.7004860281186875,False,True
0.5166666666666666,29.82777777777778,58.008273641,3.257605078366574,0.54450143386575,0.78581419728877,57.20946485918004,4.701314194099259,True,False
0.5333333333333333,29.822222222222223,47.5,0.9896944910968651,0.2770368890403723,0.7512321277509633,34.15475183397555,2.6837230989182697,False,False
0.55,29.816666666666666,48.5,1.3277376961891187,0.30384351778257274,0.7626556500646628,41.77043337644192,3.3326584130949963,False,False
0.5666666666666668,29.81111111111111,49.5,1.6091541110489593,0.32866535510822076,0.7701876521656392,46.791768110426176,3.770858739745779,False,False
0.5833333333333335,29.805555555555557,50.5,1.8569492932827507,0.3529345963091619,0.7754122457251507,50.274830483433774,4.079796191022292,False,False
0.6000000000000002,29.8,51.5,2.0819700314314873,0.37717429368020833,0.7791020050794772,52.73467005298487,4.30057682398404,False,False
0.6166666666666669,29.794444444444444,52.5,2.2903406582514347,0.4016337731010457,0.7817041261414135,54.46941742760897,4.457714621459771,False,False
0.6333333333333336,29.788888888888888,53.5,2.485912267929152,0.42645090486320786,0.7835045042079658,55.669669471977244,4.5672864959991095,False,False
0.6500000000000004,29.78333333333333,54.5,2.671288253748292,0.45170942500688716,0.7846981148532925,56.465409902195006,4.640493956737937,False,False
