head_m,frequency_hz,flow_m3h,true_efficiency,proxy_value
20,37.77777777777778,0.20764405241924583,0.1165243164872765,1.3754814969050897
20,38.131313131313135,0.478909476612368,0.22754564674658478,2.6976844562640383
20,38.484848484848484,0.6528451510787521,0.29052592706432495,3.437716402341627
20,38.83838383838384,0.790551751636324,0.3354435294704969,3.906075021676277
20,39.19191919191919,0.9364879734732746,0.37879532813344624,4.396775373790542
20,39.54545454545455,1.0181177957564904,0.39995174144871676,4.7365769824971595
20,39.898989898989896,1.146286260045632,0.4317953377014807,4.966298339766332
20,40.25252525252525,1.2250580509784963,0.4486850409373649,5.499772699775138
20,40.60606060606061,1.3417418233567826,0.47263784441075035,5.734470764427082
20,40.95959595959596,1.4503052536506966,0.49231539291727816,5.82446046792794
20,41.313131313131315,1.5224654717965045,0.5033439567185924,5.988093022480528
20,41.666666666666664,1.6086726450809314,0.5157331104705672,6.299442558291396
20,42.02020202020202,1.629612491084034,0.5168949020976302,6.158568074717781
20,42.37373737373737,1.757442213288655,0.5334689573981313,6.510542925850125
20,42.72727272727273,1.799705704118759,0.5370305878259037,6.280089954943043
20,43.08080808080808,1.8684644499963228,0.5434613343396383,6.439016314756837
20,43.43434343434343,1.9821306258751465,0.5535242845446695,6.615133346438023
20,43.78787878787879,2.02750216777556,0.5560969482176333,6.8627501830815545
20,44.141414141414145,1.9963887512052183,0.5518630912358163,6.531901083427758
20,44.494949494949495,2.1400441391071636,0.5620996655033199,6.924658269366199
20,44.848484848484844,2.183324559579441,0.5637706635244638,6.958948243632057
20,45.2020202020202,2.384045009303402,0.5713320084068166,7.468058049367867
20,45.55555555555556,2.3409667100099614,0.5695984572497726,7.035824682564372
20,45.90909090909091,2.436940709386917,0.5716407136952583,7.104991139257825
20,46.26262626262626,2.40515678435278,0.5704677184622996,6.820451113390604
20,46.61616161616162,2.4904900011280033,0.5719009897268642,6.900942943820597
20,46.96969696969697,2.5389488870466037,0.5722421376333847,6.741338279225826
20,47.32323232323232,2.6489222379298822,0.5721866425624414,6.649796568262059
20,47.67676767676768,2.6334085334219846,0.5724048083198442,6.887249448509396
20,48.03030303030303,2.7739413015899,0.5706399883962746,7.05289303503064
20,48.38383838383838,2.698761728538525,0.5722689201294641,6.651091997827412
20,48.73737373737374,2.7971386496353348,0.5710725235145135,6.88094539801395
20,49.09090909090909,2.950141462303162,0.5663663719421845,6.894848225919706
20,49.44444444444444,3.037949913797617,0.5627366574801902,7.055956613254379
20,49.7979797979798,2.94158652309695,0.5685535630339078,6.6342160915554125
20,50.151515151515156,2.992777981045873,0.5673240871174506,6.699492694970162
20,50.505050505050505,3.150428595272821,0.5596978990879898,7.0730499997696
20,50.858585858585855,3.092635739354414,0.5645515212283919,6.667973435299006
20,51.21212121212121,3.127553356542764,0.5638236904059128,6.630266737046041
20,51.56565656565657,3.253855483538434,0.5570631040433689,6.812421003386497
20,51.91919191919192,3.42656476777462,0.5439259856518158,7.216644523442054
20,52.27272727272727,3.3526457961090563,0.5528396198197499,6.676628024953761
20,52.62626262626263,3.411509443059398,0.5497453651799662,6.570120927943783
20,52.97979797979798,3.5398010656850083,0.539469774147092,7.179207991677228
20,53.33333333333333,3.5394083812312394,0.5419697390550772,6.743638860814789
20,53.68686868686869,3.5512032498244843,0.5431398122246484,6.550108329673063
20,54.04040404040404,3.75138725915139,0.5229882724767321,7.038229717942303
20,54.39393939393939,3.5963212532537105,0.5433014746920407,6.141529117742638
20,54.74747474747475,3.77472754276772,0.5262216576558743,6.225473846589622
20,55.101010101010104,3.8304032265357733,0.5223011841019135,6.5902033864649585
20,55.45454545454545,3.7722474018378054,0.5322428817271453,6.21954644403935
20,55.80808080808081,3.8990184611746748,0.5198115500565834,6.394475984955499
20,56.161616161616166,3.797880658499818,0.5347143831121101,6.118582732025463
20,56.515151515151516,3.729080702327802,0.5440011001890827,5.8917536879252905
20,56.868686868686865,3.9843889254873956,0.518368443082589,6.277011080120402
20,57.22222222222222,3.9685114923390032,0.5234459827715707,6.020946922888984
20,57.57575757575758,3.9668121087991604,0.5265635575881039,6.156440186746877
20,57.92929292929293,4.244033697975998,0.4922191104464588,6.42732826304882
20,58.282828282828284,4.174097859117821,0.5063339236166411,5.995886896244194
20,58.63636363636364,4.125251833192739,0.5162188529946959,5.978394983662606
20,58.98989898989899,4.158662754893266,0.5151301226576421,5.7943984512765985
20,59.34343434343434,4.404827913004914,0.4832748277353551,6.489229324280807
20,59.696969696969695,4.509699544026196,0.4702383187224382,6.508623175226062
20,60.05050505050505,4.43914989095482,0.4861354662465142,5.932009943187514
20,60.4040404040404,4.413302853233275,0.4940062971308028,5.887924577742315
20,60.75757575757576,4.560178159217613,0.47517712508640986,6.108433132821654
20,61.111111111111114,4.569912664707468,0.47790293905395104,5.901602339650877
20,61.464646464646464,4.635650931022748,0.47149970625884297,6.169321211374862
